company_id,type,rule_id,text,confidence_pct
BOSCHLTD,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
BOSCHLTD,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
BOSCHLTD,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
BOSCHLTD,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
BOSCHLTD,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
BOSCHLTD,con,C05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75
BOSCHLTD,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
BPCL,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,83
BPCL,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,78
BPCL,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
BPCL,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84
BPCL,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
BPCL,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
BPCL,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
BPCL,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
BPCL,con,C05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75
BPCL,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
BPCL,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
BRITANNIA,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,92
BRITANNIA,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
BRITANNIA,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
BRITANNIA,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
BRITANNIA,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
BRITANNIA,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
CANBK,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
CANBK,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,77
CANBK,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
CANBK,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
CANBK,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
CANBK,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
CANBK,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
CANBK,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
CANBK,con,C05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75
CANBK,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
CANBK,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,82
CANBK,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100
CHOLAFIN,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
CHOLAFIN,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,76
CHOLAFIN,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,77
CHOLAFIN,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
CHOLAFIN,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
CHOLAFIN,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
CHOLAFIN,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
CHOLAFIN,con,C02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,75
CHOLAFIN,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
CHOLAFIN,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
CHOLAFIN,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,82
CHOLAFIN,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100
CIPLA,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
CIPLA,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,95
CIPLA,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,76
CIPLA,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
CIPLA,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
CIPLA,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
CIPLA,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
CIPLA,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
CIPLA,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
CIPLA,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
COALINDIA,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,88
COALINDIA,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
COALINDIA,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,92
COALINDIA,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
COALINDIA,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,76
COALINDIA,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
COALINDIA,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
COALINDIA,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
COALINDIA,con,C05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75
COALINDIA,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
COALINDIA,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
DABUR,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,74
DABUR,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
DABUR,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
DABUR,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
DABUR,con,C05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75
DABUR,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
DIVISLAB,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,71
DIVISLAB,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
DIVISLAB,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,76
DIVISLAB,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
DIVISLAB,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
DIVISLAB,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
DIVISLAB,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
DIVISLAB,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
DIVISLAB,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
DLF,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
DLF,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,78
DLF,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
DLF,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
DLF,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
DLF,con,C05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75
DLF,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
DLF,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
DLF,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
DLF,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,95
DMART,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,79
DMART,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,76
DMART,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
DMART,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
DMART,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
DMART,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
DMART,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
DMART,con,C02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,75
DMART,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
DRREDDY,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,75
DRREDDY,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
DRREDDY,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,76
DRREDDY,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,77
DRREDDY,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
DRREDDY,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,81
DRREDDY,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
DRREDDY,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
DRREDDY,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
DRREDDY,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
DRREDDY,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
EICHERMOT,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,76
EICHERMOT,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
EICHERMOT,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,75
EICHERMOT,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
EICHERMOT,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
EICHERMOT,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
EICHERMOT,con,C02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,75
EICHERMOT,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
EICHERMOT,con,C05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75
EICHERMOT,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
EICHERMOT,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
GAIL,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
GAIL,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
GAIL,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
GAIL,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
GAIL,con,C05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75
GAIL,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
GAIL,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
GODREJCP,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,65
GODREJCP,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
GODREJCP,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
GODREJCP,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
GODREJCP,con,C04,Company reported a net loss in the most recent financial year,75
GODREJCP,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
GRASIM,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,80
GRASIM,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,83
GRASIM,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
GRASIM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
GRASIM,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
GRASIM,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
GRASIM,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
HAL,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
HAL,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,78
HAL,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,78
HAL,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
HAL,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,83
HAL,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
HAL,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
HAL,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
